REG;Région;DEP;CODCAN;CAN;Canton;NBCOM;PMUN;PTOT
84;Auvergne-Rhône-Alpes;01;01;0101;Ambérieu-en-Bugey;18;31885;32633
84;Auvergne-Rhône-Alpes;01;02;0102;Attignat;18;25552;26080
84;Auvergne-Rhône-Alpes;01;03;0103;Valserhône;12;21657;22090
84;Auvergne-Rhône-Alpes;01;04;0104;Belley;33;25322;25983
84;Auvergne-Rhône-Alpes;01;05;0105;Bourg-en-Bresse-1;2;35813;36987
84;Auvergne-Rhône-Alpes;01;06;0106;Bourg-en-Bresse-2;4;26644;27658
84;Auvergne-Rhône-Alpes;01;07;0107;Ceyzériat;22;26838;27428
84;Auvergne-Rhône-Alpes;01;08;0108;Châtillon-sur-Chalaronne;26;31157;31889
84;Auvergne-Rhône-Alpes;01;09;0109;Gex;7;33936;34675
84;Auvergne-Rhône-Alpes;01;10;0110;Plateau d’Hauteville;27;22039;22563
84;Auvergne-Rhône-Alpes;01;11;0111;Lagnieu;25;35533;36293
84;Auvergne-Rhône-Alpes;01;12;0112;Meximieux;15;34726;35295
84;Auvergne-Rhône-Alpes;01;13;0113;Miribel;8;30210;30731
84;Auvergne-Rhône-Alpes;01;14;0114;Nantua;17;21646;22456
84;Auvergne-Rhône-Alpes;01;15;0115;Oyonnax;2;25860;26366
84;Auvergne-Rhône-Alpes;01;16;0116;Pont-d'Ain;24;22358;22840
84;Auvergne-Rhône-Alpes;01;17;0117;Replonges;31;31348;32029
84;Auvergne-Rhône-Alpes;01;18;0118;Saint-Étienne-du-Bois;26;22946;23433
84;Auvergne-Rhône-Alpes;01;19;0119;Saint-Genis-Pouilly;4;40098;40818
84;Auvergne-Rhône-Alpes;01;20;0120;Thoiry;16;30736;31431
84;Auvergne-Rhône-Alpes;01;21;0121;Trévoux;12;34596;35530
84;Auvergne-Rhône-Alpes;01;22;0122;Villars-les-Dombes;25;35400;36093
84;Auvergne-Rhône-Alpes;01;23;0123;Vonnas;19;24989;25503
32;Hauts-de-France;02;01;0201;Bohain-en-Vermandois;31;21801;22143
32;Hauts-de-France;02;02;0202;Château-Thierry;21;27850;28432
32;Hauts-de-France;02;03;0203;Chauny;21;23692;24368
32;Hauts-de-France;02;04;0204;Essômes-sur-Marne;47;28814;29437
32;Hauts-de-France;02;05;0205;Fère-en-Tardenois;77;27573;28031
32;Hauts-de-France;02;06;0206;Villeneuve-sur-Aisne;76;26359;26950
32;Hauts-de-France;02;07;0207;Guise;45;22889;23287
32;Hauts-de-France;02;08;0208;Hirson;26;20540;20881
32;Hauts-de-France;02;09;0209;Laon-1;27;24554;25027
32;Hauts-de-France;02;10;0210;Laon-2;25;24876;25534
32;Hauts-de-France;02;11;0211;Marle;65;19390;19867
32;Hauts-de-France;02;12;0212;Ribemont;52;26024;26473
32;Hauts-de-France;02;13;0213;Saint-Quentin-1;25;28156;28822
32;Hauts-de-France;02;14;0214;Saint-Quentin-2;11;22963;23595
32;Hauts-de-France;02;15;0215;Saint-Quentin-3;9;27158;27564
32;Hauts-de-France;02;16;0216;Soissons-1;15;23170;23514
32;Hauts-de-France;02;17;0217;Soissons-2;13;29277;30013
32;Hauts-de-France;02;18;0218;Tergnier;24;28910;29460
32;Hauts-de-France;02;19;0219;Vervins;66;20892;21598
32;Hauts-de-France;02;20;0220;Vic-sur-Aisne;50;20873;21341
32;Hauts-de-France;02;21;0221;Villers-Cotterêts;76;29797;30648
84;Auvergne-Rhône-Alpes;03;01;0301;Bellerive-sur-Allier;11;19501;20063
84;Auvergne-Rhône-Alpes;03;02;0302;Bourbon-l'Archambault;28;16641;17010
84;Auvergne-Rhône-Alpes;03;03;0303;Commentry;24;17900;18353
84;Auvergne-Rhône-Alpes;03;04;0304;Cusset;4;17990;18618
84;Auvergne-Rhône-Alpes;03;05;0305;Dompierre-sur-Besbre;32;19743;20222
84;Auvergne-Rhône-Alpes;03;06;0306;Gannat;41;19883;20357
84;Auvergne-Rhône-Alpes;03;07;0307;Huriel;29;15615;15911
84;Auvergne-Rhône-Alpes;03;08;0308;Lapalisse;31;17733;18203
84;Auvergne-Rhône-Alpes;03;09;0309;Montluçon-1;4;15632;15969
84;Auvergne-Rhône-Alpes;03;10;0310;Montluçon-2;2;15200;15795
84;Auvergne-Rhône-Alpes;03;11;0311;Montluçon-3;15;17940;18440
84;Auvergne-Rhône-Alpes;03;12;0312;Montluçon-4;7;15930;16289
84;Auvergne-Rhône-Alpes;03;13;0313;Moulins-1;7;17551;18383
84;Auvergne-Rhône-Alpes;03;14;0314;Moulins-2;23;19163;19555
84;Auvergne-Rhône-Alpes;03;15;0315;Saint-Pourçain-sur-Sioule;22;18866;19241
84;Auvergne-Rhône-Alpes;03;16;0316;Souvigny;29;14844;15172
84;Auvergne-Rhône-Alpes;03;17;0317;Vichy-1;4;18377;18603
84;Auvergne-Rhône-Alpes;03;18;0318;Vichy-2;3;19206;19496
84;Auvergne-Rhône-Alpes;03;19;0319;Yzeure;6;17000;17658
93;Provence-Alpes-Côte d'Azur;04;01;0401;Barcelonnette;14;7715;8009
93;Provence-Alpes-Côte d'Azur;04;02;0402;Castellane;32;9819;10037
93;Provence-Alpes-Côte d'Azur;04;03;0403;Château-Arnoux-Saint-Auban;8;12506;12773
93;Provence-Alpes-Côte d'Azur;04;04;0404;Digne-les-Bains-1;7;12632;13233
93;Provence-Alpes-Côte d'Azur;04;05;0405;Digne-les-Bains-2;7;12595;13012
93;Provence-Alpes-Côte d'Azur;04;06;0406;Forcalquier;15;11435;11653
93;Provence-Alpes-Côte d'Azur;04;07;0407;Manosque-1;3;12430;12690
93;Provence-Alpes-Côte d'Azur;04;08;0408;Manosque-2;3;10322;10595
93;Provence-Alpes-Côte d'Azur;04;09;0409;Manosque-3;3;12383;12785
93;Provence-Alpes-Côte d'Azur;04;10;0410;Oraison;3;14420;14681
93;Provence-Alpes-Côte d'Azur;04;11;0411;Reillanne;21;11131;11322
93;Provence-Alpes-Côte d'Azur;04;12;0412;Riez;26;8995;9240
93;Provence-Alpes-Côte d'Azur;04;13;0413;Seyne;34;8442;8641
93;Provence-Alpes-Côte d'Azur;04;14;0414;Sisteron;15;13272;13702
93;Provence-Alpes-Côte d'Azur;04;15;0415;Valensole;10;9082;9248
93;Provence-Alpes-Côte d'Azur;05;01;0501;L'Argentière-la-Bessée;8;6582;6771
93;Provence-Alpes-Côte d'Azur;05;02;0502;Briançon-1;10;8681;8898
93;Provence-Alpes-Côte d'Azur;05;03;0503;Briançon-2;4;10266;10592
93;Provence-Alpes-Côte d'Azur;05;04;0504;Chorges;17;11258;11527
93;Provence-Alpes-Côte d'Azur;05;05;0505;Embrun;8;11247;11713
93;Provence-Alpes-Côte d'Azur;05;06;0506;Gap-1;1;10192;10421
93;Provence-Alpes-Côte d'Azur;05;07;0507;Gap-2;1;10458;10991
93;Provence-Alpes-Côte d'Azur;05;08;0508;Gap-3;1;10426;10675
93;Provence-Alpes-Côte d'Azur;05;09;0509;Gap-4;1;9580;9973
93;Provence-Alpes-Côte d'Azur;05;10;0510;Guillestre;15;7955;8170
93;Provence-Alpes-Côte d'Azur;05;11;0511;Laragne-Montéglin;11;7812;8003
93;Provence-Alpes-Côte d'Azur;05;12;0512;Saint-Bonnet-en-Champsaur;25;11528;11867
93;Provence-Alpes-Côte d'Azur;05;13;0513;Serres;37;7574;7746
93;Provence-Alpes-Côte d'Azur;05;14;0514;Tallard;19;10984;11253
93;Provence-Alpes-Côte d'Azur;05;15;0515;Veynes;8;7134;7393
93;Provence-Alpes-Côte d'Azur;06;01;0601;Antibes-1;2;39802;40126
93;Provence-Alpes-Côte d'Azur;06;02;0602;Antibes-2;1;31239;31470
93;Provence-Alpes-Côte d'Azur;06;03;0603;Antibes-3;2;38114;38843
93;Provence-Alpes-Côte d'Azur;06;04;0604;Beausoleil;7;32411;32785
93;Provence-Alpes-Côte d'Azur;06;05;0605;Cagnes-sur-Mer-1;1;44136;44470
93;Provence-Alpes-Côte d'Azur;06;06;0606;Cagnes-sur-Mer-2;3;47555;47991
93;Provence-Alpes-Côte d'Azur;06;07;0607;Cannes-1;2;47667;48078
93;Provence-Alpes-Côte d'Azur;06;08;0608;Cannes-2;1;40007;40516
93;Provence-Alpes-Côte d'Azur;06;09;0609;Le Cannet;2;46045;46670
93;Provence-Alpes-Côte d'Azur;06;10;0610;Contes;20;37443;37911
93;Provence-Alpes-Côte d'Azur;06;11;0611;Grasse-1;19;43575;44407
93;Provence-Alpes-Côte d'Azur;06;12;0612;Grasse-2;2;41281;42044
93;Provence-Alpes-Côte d'Azur;06;13;0613;Mandelieu-la-Napoule;5;39660;40198
93;Provence-Alpes-Côte d'Azur;06;14;0614;Menton;6;47142;47753
93;Provence-Alpes-Côte d'Azur;06;15;0615;Nice-1;1;44845;45221
93;Provence-Alpes-Côte d'Azur;06;16;0616;Nice-2;1;49805;50238
93;Provence-Alpes-Côte d'Azur;06;17;0617;Nice-3;4;46648;47136
93;Provence-Alpes-Côte d'Azur;06;18;0618;Nice-4;1;42900;43253
93;Provence-Alpes-Côte d'Azur;06;19;0619;Nice-5;1;47903;48178
93;Provence-Alpes-Côte d'Azur;06;20;0620;Nice-6;1;41750;42367
93;Provence-Alpes-Côte d'Azur;06;21;0621;Nice-7;3;43280;43503
93;Provence-Alpes-Côte d'Azur;06;22;0622;Nice-8;1;40392;40576
93;Provence-Alpes-Côte d'Azur;06;23;0623;Nice-9;1;32046;32304
93;Provence-Alpes-Côte d'Azur;06;24;0624;Tourrette-Levens;28;36683;37628
93;Provence-Alpes-Côte d'Azur;06;25;0625;Valbonne;12;37877;39027
93;Provence-Alpes-Côte d'Azur;06;26;0626;Vence;47;39027;39782
93;Provence-Alpes-Côte d'Azur;06;27;0627;Villeneuve-Loubet;4;35346;35980
84;Auvergne-Rhône-Alpes;07;01;0701;Annonay-1;7;20647;21231
84;Auvergne-Rhône-Alpes;07;02;0702;Annonay-2;10;16849;17361
84;Auvergne-Rhône-Alpes;07;03;0703;Aubenas-1;15;17625;18192
84;Auvergne-Rhône-Alpes;07;04;0704;Aubenas-2;15;21372;22149
84;Auvergne-Rhône-Alpes;07;05;0705;Bourg-Saint-Andéol;9;19145;19584
84;Auvergne-Rhône-Alpes;07;06;0706;Haut-Eyrieux;44;17791;18289
84;Auvergne-Rhône-Alpes;07;07;0707;Guilherand-Granges;5;22486;22957
84;Auvergne-Rhône-Alpes;07;08;0708;Haut-Vivarais;31;21680;22118
84;Auvergne-Rhône-Alpes;07;09;0709;Le Pouzin;13;16825;17141
84;Auvergne-Rhône-Alpes;07;10;0710;Privas;15;20951;21626
84;Auvergne-Rhône-Alpes;07;11;0711;Sarras;19;16582;16927
84;Auvergne-Rhône-Alpes;07;12;0712;Berg-Helvie;19;21969;22523
84;Auvergne-Rhône-Alpes;07;13;0713;Haute-Ardèche;40;14029;14326
84;Auvergne-Rhône-Alpes;07;14;0714;Tournon-sur-Rhône;13;21826;22615
84;Auvergne-Rhône-Alpes;07;15;0715;Vallon-Pont-d'Arc;30;21298;21725
84;Auvergne-Rhône-Alpes;07;16;0716;Les Cévennes Ardéchoises;35;19272;19633
84;Auvergne-Rhône-Alpes;07;17;0717;Rhône-Eyrieux;17;22882;23312
44;Grand Est;08;01;0801;Attigny;79;11788;12099
44;Grand Est;08;02;0802;Bogny-sur-Meuse;12;14535;14836
44;Grand Est;08;03;0803;Carignan;38;15727;16012
44;Grand Est;08;04;0804;Charleville-Mézières-1;8;15071;15326
44;Grand Est;08;05;0805;Charleville-Mézières-2;6;16087;16376
44;Grand Est;08;06;0806;Charleville-Mézières-3;2;15814;16368
44;Grand Est;08;07;0807;Charleville-Mézières-4;2;14159;14371
44;Grand Est;08;08;0808;Château-Porcien;47;15842;16111
44;Grand Est;08;09;0809;Givet;12;14053;14372
44;Grand Est;08;10;0810;Nouvion-sur-Meuse;32;13899;14225
44;Grand Est;08;11;0811;Rethel;18;14179;14534
44;Grand Est;08;12;0812;Revin;7;11700;11940
44;Grand Est;08;13;0813;Rocroi;33;15067;15351
44;Grand Est;08;14;0814;Sedan-1;9;13111;13403
44;Grand Est;08;15;0815;Sedan-2;8;11001;11230
44;Grand Est;08;16;0816;Sedan-3;7;12768;13098
44;Grand Est;08;17;0817;Signy-l'Abbaye;71;15391;15682
44;Grand Est;08;18;0818;Villers-Semeuse;11;14255;14684
44;Grand Est;08;19;0819;Vouziers;51;12757;13091
76;Occitanie;09;01;0901;Haute-Ariège;47;6365;6543
76;Occitanie;09;02;0902;Arize-Lèze;27;11064;11228
76;Occitanie;09;03;0903;Couserans Est;37;9721;9893
76;Occitanie;09;04;0904;Couserans Ouest;29;10742;11232
76;Occitanie;09;05;0905;Foix;6;13742;14235
76;Occitanie;09;06;0906;Mirepoix;35;13340;13669
76;Occitanie;09;07;0907;Pamiers-1;14;12842;13137
76;Occitanie;09;08;0908;Pamiers-2;8;15612;16111
76;Occitanie;09;09;0909;Pays d'Olmes;23;12189;12429
76;Occitanie;09;10;0910;Portes d'Ariège;16;13619;13946
76;Occitanie;09;11;0911;Portes du Couserans;28;9540;9755
76;Occitanie;09;12;0912;Sabarthès;29;11644;11876
76;Occitanie;09;13;0913;Val d'Ariège;28;14919;15255
44;Grand Est;10;01;1001;Aix-Villemaur-Pâlis;36;17526;17799
44;Grand Est;10;02;1002;Arcis-sur-Aube;47;14974;15279
44;Grand Est;10;03;1003;Bar-sur-Aube;48;13022;13397
44;Grand Est;10;04;1004;Bar-sur-Seine;46;16171;16629
44;Grand Est;10;05;1005;Brienne-le-Château;53;13734;13991
44;Grand Est;10;06;1006;Creney-près-Troyes;33;17918;18485
44;Grand Est;10;07;1007;Nogent-sur-Seine;23;16366;16675
44;Grand Est;10;08;1008;Les Riceys;57;14322;14937
44;Grand Est;10;09;1009;Romilly-sur-Seine;6;18846;19206
44;Grand Est;10;10;1010;Saint-André-les-Vergers;5;24679;25327
44;Grand Est;10;11;1011;Saint-Lyé;33;16357;16679
44;Grand Est;10;12;1012;Troyes-1;1;20418;20746
44;Grand Est;10;13;1013;Troyes-2;3;21306;21750
44;Grand Est;10;14;1014;Troyes-3;2;21683;22123
44;Grand Est;10;15;1015;Troyes-4;4;22131;22421
44;Grand Est;10;16;1016;Troyes-5;1;18393;18719
44;Grand Est;10;17;1017;Vendeuvre-sur-Barse;37;23230;23725
76;Occitanie;11;01;1101;La Piège au Razès;72;20476;20968
76;Occitanie;11;02;1102;Carcassonne-1;1;14580;14952
76;Occitanie;11;03;1103;Carcassonne-2;9;21852;22541
76;Occitanie;11;04;1104;Carcassonne-3;7;22185;22583
76;Occitanie;11;05;1105;Le Bassin chaurien;22;23575;24362
76;Occitanie;11;06;1106;Les Basses Plaines de l'Aude;6;21322;21690
76;Occitanie;11;07;1107;Les Corbières;54;16461;16716
76;Occitanie;11;08;1108;Le Lézignanais;10;16642;16970
76;Occitanie;11;09;1109;La Région Limouxine;35;20186;20778
76;Occitanie;11;10;1110;La Malepère à la Montagne Noire;27;17779;18457
76;Occitanie;11;11;1111;Narbonne-1;5;26890;27284
76;Occitanie;11;12;1112;Narbonne-2;3;22113;22620
76;Occitanie;11;13;1113;Narbonne-3;1;18589;18932
76;Occitanie;11;14;1114;La Haute-Vallée de l'Aude;82;17642;18001
76;Occitanie;11;15;1115;Le Haut-Minervois;23;15893;16155
76;Occitanie;11;16;1116;Le Sud-Minervois;18;24595;25013
76;Occitanie;11;17;1117;Les Corbières Méditerranée;11;23818;24169
76;Occitanie;11;18;1118;La Montagne d'Alaric;29;15971;16306
76;Occitanie;11;19;1119;La Vallée de l'Orbiel;22;17204;17569
76;Occitanie;12;01;1201;Aubrac et Carladez;21;9928;10142
76;Occitanie;12;02;1202;Aveyron et Tarn;17;10612;10977
76;Occitanie;12;03;1203;Causse-Comtal;7;12324;12655
76;Occitanie;12;04;1204;Causses-Rougiers;43;12762;13138
76;Occitanie;12;05;1205;Ceor-Ségala;18;14095;14561
76;Occitanie;12;06;1206;Enne et Alzou;11;12841;13323
76;Occitanie;12;07;1207;Lot et Dourdou;11;12661;13075
76;Occitanie;12;08;1208;Lot et Montbazinois;16;11909;12250
76;Occitanie;12;09;1209;Lot et Palanges;13;10389;10629
76;Occitanie;12;10;1210;Lot et Truyère;14;10228;10522
76;Occitanie;12;11;1211;Millau-1;4;14642;15196
76;Occitanie;12;12;1212;Millau-2;6;14079;14367
76;Occitanie;12;13;1213;Monts du Réquistanais;14;10719;11046
76;Occitanie;12;14;1214;Nord-Lévezou;4;13735;14131
76;Occitanie;12;15;1215;Raspes et Lévezou;22;10840;11130
76;Occitanie;12;16;1216;Rodez-1;1;12069;12967
76;Occitanie;12;17;1217;Rodez-2;2;12256;13169
76;Occitanie;12;18;1218;Rodez-Onet;2;14174;14824
76;Occitanie;12;19;1219;Saint-Affrique;11;12475;13170
76;Occitanie;12;20;1220;Tarn et Causses;18;10316;10636
76;Occitanie;12;21;1221;Vallon;10;12959;13336
76;Occitanie;12;22;1222;Villefranche-de-Rouergue;3;12927;13427
76;Occitanie;12;23;1223;Villeneuvois et Villefranchois;20;10796;11110
93;Provence-Alpes-Côte d'Azur;13;01;1301;Aix-en-Provence-1;1;73222;75269
93;Provence-Alpes-Côte d'Azur;13;02;1302;Aix-en-Provence-2;1;74711;75764
93;Provence-Alpes-Côte d'Azur;13;03;1303;Allauch;10;74091;75027
93;Provence-Alpes-Côte d'Azur;13;04;1304;Arles;3;61944;62725
93;Provence-Alpes-Côte d'Azur;13;05;1305;Aubagne;3;63165;63740
93;Provence-Alpes-Côte d'Azur;13;06;1306;Berre-l'Étang;9;73359;74329
93;Provence-Alpes-Côte d'Azur;13;07;1307;Châteaurenard;15;75062;76187
93;Provence-Alpes-Côte d'Azur;13;08;1308;La Ciotat;7;74435;75361
93;Provence-Alpes-Côte d'Azur;13;09;1309;Gardanne;5;65945;66797
93;Provence-Alpes-Côte d'Azur;13;10;1310;Istres;3;65734;66695
93;Provence-Alpes-Côte d'Azur;13;11;1311;Marignane;7;85832;86667
93;Provence-Alpes-Côte d'Azur;13;12;1312;Marseille-1;1;74632;75012
93;Provence-Alpes-Côte d'Azur;13;13;1313;Marseille-2;1;73898;74084
93;Provence-Alpes-Côte d'Azur;13;14;1314;Marseille-3;1;64566;64822
93;Provence-Alpes-Côte d'Azur;13;15;1315;Marseille-4;1;57427;57600
93;Provence-Alpes-Côte d'Azur;13;16;1316;Marseille-5;1;69258;69696
93;Provence-Alpes-Côte d'Azur;13;17;1317;Marseille-6;1;74027;74514
93;Provence-Alpes-Côte d'Azur;13;18;1318;Marseille-7;1;84000;84842
93;Provence-Alpes-Côte d'Azur;13;19;1319;Marseille-8;1;74259;74783
93;Provence-Alpes-Côte d'Azur;13;20;1320;Marseille-9;1;75153;76243
93;Provence-Alpes-Côte d'Azur;13;21;1321;Marseille-10;1;78803;79542
93;Provence-Alpes-Côte d'Azur;13;22;1322;Marseille-11;1;74337;74783
93;Provence-Alpes-Côte d'Azur;13;23;1323;Marseille-12;1;76855;77545
93;Provence-Alpes-Côte d'Azur;13;24;1324;Martigues;2;64956;65627
93;Provence-Alpes-Côte d'Azur;13;25;1325;Pélissanne;13;60561;61923
93;Provence-Alpes-Côte d'Azur;13;26;1326;Salon-de-Provence-1;15;64900;65990
93;Provence-Alpes-Côte d'Azur;13;27;1327;Salon-de-Provence-2;4;71069;72125
93;Provence-Alpes-Côte d'Azur;13;28;1328;Trets;18;74799;76432
93;Provence-Alpes-Côte d'Azur;13;29;1329;Vitrolles;4;68811;69834
28;Normandie;14;01;1401;Les Monts d’Aunay;29;25583;25948
28;Normandie;14;02;1402;Bayeux;34;29256;29911
28;Normandie;14;03;1403;Thue-et-Mue;26;29047;29551
28;Normandie;14;04;1404;Cabourg;34;30063;30591
28;Normandie;14;05;1405;Caen-1;5;29334;29801
28;Normandie;14;06;1406;Caen-2;6;30524;30928
28;Normandie;14;07;1407;Caen-3;2;28009;28987
28;Normandie;14;08;1408;Caen-4;1;27679;28133
28;Normandie;14;09;1409;Caen-5;5;28259;28607
28;Normandie;14;10;1410;Condé-en-Normandie;9;22667;23300
28;Normandie;14;11;1411;Courseulles-sur-Mer;21;28822;29373
28;Normandie;14;12;1412;Évrecy;28;35779;36334
28;Normandie;14;13;1413;Falaise;57;26572;27139
28;Normandie;14;14;1414;Hérouville-Saint-Clair;2;29488;29753
28;Normandie;14;15;1415;Honfleur-Deauville;17;29434;30007
28;Normandie;14;16;1416;Ifs;4;32383;32944
28;Normandie;14;17;1417;Lisieux;10;25621;26337
28;Normandie;14;18;1418;Livarot-Pays-d’Auge;12;21736;22347
28;Normandie;14;19;1419;Mézidon Vallée d’Auge;39;24129;24589
28;Normandie;14;20;1420;Ouistreham;11;35253;35842
28;Normandie;14;21;1421;Pont-l'Évêque;47;28919;29596
28;Normandie;14;22;1422;Le Hom;42;24960;25333
28;Normandie;14;23;1423;Trévières;59;26420;26872
28;Normandie;14;24;1424;Troarn;24;30835;31237
28;Normandie;14;25;1425;Vire-Normandie;9;23833;24712
84;Auvergne-Rhône-Alpes;15;01;1501;Arpajon-sur-Cère;14;11249;11562
84;Auvergne-Rhône-Alpes;15;02;1502;Aurillac-1;2;10377;10652
84;Auvergne-Rhône-Alpes;15;03;1503;Aurillac-2;1;9828;10662
84;Auvergne-Rhône-Alpes;15;04;1504;Aurillac-3;1;10300;10591
84;Auvergne-Rhône-Alpes;15;05;1505;Mauriac;20;10540;10900
84;Auvergne-Rhône-Alpes;15;06;1506;Maurs;18;11322;11751
84;Auvergne-Rhône-Alpes;15;07;1507;Murat;22;7664;7882
84;Auvergne-Rhône-Alpes;15;08;1508;Naucelles;16;10381;10662
84;Auvergne-Rhône-Alpes;15;09;1509;Neuvéglise-sur-Truyère;27;8578;8795
84;Auvergne-Rhône-Alpes;15;10;1510;Riom-ès-Montagnes;23;7464;7646
84;Auvergne-Rhône-Alpes;15;11;1511;Saint-Flour-1;24;8830;9147
84;Auvergne-Rhône-Alpes;15;12;1512;Saint-Flour-2;17;9185;9678
84;Auvergne-Rhône-Alpes;15;13;1513;Saint-Paul-des-Landes;22;8616;8808
84;Auvergne-Rhône-Alpes;15;14;1514;Vic-sur-Cère;23;11105;11389
84;Auvergne-Rhône-Alpes;15;15;1515;Ydes;19;8960;9117
75;Nouvelle-Aquitaine;16;01;1601;Angoulême-1;2;18750;19220
75;Nouvelle-Aquitaine;16;02;1602;Angoulême-2;2;19512;20176
75;Nouvelle-Aquitaine;16;03;1603;Angoulême-3;2;22765;23720
75;Nouvelle-Aquitaine;16;04;1604;Boëme-Echelle;13;18252;18586
75;Nouvelle-Aquitaine;16;05;1605;Boixe-et-Manslois;36;17525;17803
75;Nouvelle-Aquitaine;16;06;1606;Charente-Bonnieure;32;16736;17272
75;Nouvelle-Aquitaine;16;07;1607;Charente-Champagne;21;16800;17191
75;Nouvelle-Aquitaine;16;08;1608;Charente-Nord;46;18257;18704
75;Nouvelle-Aquitaine;16;09;1609;Charente-Sud;40;19940;20472
75;Nouvelle-Aquitaine;16;10;1610;Charente-Vienne;27;18451;18895
75;Nouvelle-Aquitaine;16;11;1611;Cognac-1;7;16302;16767
75;Nouvelle-Aquitaine;16;12;1612;Cognac-2;7;17497;17830
75;Nouvelle-Aquitaine;16;13;1613;La Couronne;4;15631;16105
75;Nouvelle-Aquitaine;16;14;1614;Gond-Pontouvre;4;20078;20515
75;Nouvelle-Aquitaine;16;15;1615;Jarnac;17;16127;16506
75;Nouvelle-Aquitaine;16;16;1616;Touvre-et-Braconne;6;18898;19314
75;Nouvelle-Aquitaine;16;17;1617;Tude-et-Lavalette;50;17477;17810
75;Nouvelle-Aquitaine;16;18;1618;Val de Nouère;23;20723;21112
75;Nouvelle-Aquitaine;16;19;1619;Val de Tardoire;27;21882;22261
75;Nouvelle-Aquitaine;17;01;1701;Aytré;4;31313;31909
75;Nouvelle-Aquitaine;17;02;1702;Chaniers;26;22826;23311
75;Nouvelle-Aquitaine;17;03;1703;Châtelaillon-Plage;8;22538;22991
75;Nouvelle-Aquitaine;17;04;1704;L'Île d'Oléron;8;22518;22890
75;Nouvelle-Aquitaine;17;05;1705;L'Île de Ré;10;17891;18202
75;Nouvelle-Aquitaine;17;06;1706;La Jarrie;14;27878;28413
75;Nouvelle-Aquitaine;17;07;1707;Jonzac;44;20716;21329
75;Nouvelle-Aquitaine;17;08;1708;Lagord;6;27200;27711
75;Nouvelle-Aquitaine;17;09;1709;Marans;20;32371;32814
75;Nouvelle-Aquitaine;17;10;1710;Marennes;13;21996;22444
75;Nouvelle-Aquitaine;17;11;1711;Matha;63;21068;21456
75;Nouvelle-Aquitaine;17;12;1712;Pons;39;21966;22671
75;Nouvelle-Aquitaine;17;13;1713;Rochefort;1;23188;23818
75;Nouvelle-Aquitaine;17;14;1714;La Rochelle-1;1;27060;27415
75;Nouvelle-Aquitaine;17;15;1715;La Rochelle-2;1;26602;27542
75;Nouvelle-Aquitaine;17;16;1716;La Rochelle-3;1;26299;27029
75;Nouvelle-Aquitaine;17;17;1717;Royan;3;28445;29148
75;Nouvelle-Aquitaine;17;18;1718;Saint-Jean-d'Angély;40;27794;28663
75;Nouvelle-Aquitaine;17;19;1719;Saint-Porchaire;20;21050;21688
75;Nouvelle-Aquitaine;17;20;1720;Saintes;1;25312;26715
75;Nouvelle-Aquitaine;17;21;1721;Saintonge Estuaire;23;21066;21458
75;Nouvelle-Aquitaine;17;22;1722;Saujon;9;22517;22926
75;Nouvelle-Aquitaine;17;23;1723;Surgères;19;29522;30130
75;Nouvelle-Aquitaine;17;24;1724;Thénac;25;20974;21689
75;Nouvelle-Aquitaine;17;25;1725;Tonnay-Charente;15;29578;30038
75;Nouvelle-Aquitaine;17;26;1726;La Tremblade;9;24326;24717
75;Nouvelle-Aquitaine;17;27;1727;Les Trois Monts;42;24146;24593
24;Centre-Val de Loire;18;01;1801;Aubigny-sur-Nère;15;15449;15704
24;Centre-Val de Loire;18;02;1802;Avord;33;18497;18950
24;Centre-Val de Loire;18;03;1803;Bourges-1;1;18039;18534
24;Centre-Val de Loire;18;04;1804;Bourges-2;1;15488;15679
24;Centre-Val de Loire;18;05;1805;Bourges-3;1;13923;14491
24;Centre-Val de Loire;18;06;1806;Bourges-4;1;16788;17573
24;Centre-Val de Loire;18;07;1807;Chârost;13;13813;14253
24;Centre-Val de Loire;18;08;1808;Châteaumeillant;38;14154;14377
24;Centre-Val de Loire;18;09;1809;Dun-sur-Auron;32;14623;14849
24;Centre-Val de Loire;18;10;1810;La Guerche-sur-l'Aubois;22;12639;12854
24;Centre-Val de Loire;18;11;1811;Mehun-sur-Yèvre;15;18677;18993
24;Centre-Val de Loire;18;12;1812;Saint-Amand-Montrond;13;15274;15694
24;Centre-Val de Loire;18;13;1813;Saint-Doulchard;3;15271;15606
24;Centre-Val de Loire;18;14;1814;Saint-Germain-du-Puy;18;15239;15489
24;Centre-Val de Loire;18;15;1815;Saint-Martin-d'Auxigny;15;17306;17636
24;Centre-Val de Loire;18;16;1816;Sancerre;36;18143;18537
24;Centre-Val de Loire;18;17;1817;Trouy;23;15687;16028
24;Centre-Val de Loire;18;18;1818;Vierzon-1;1;14854;15157
24;Centre-Val de Loire;18;19;1819;Vierzon-2;10;15632;15850
75;Nouvelle-Aquitaine;19;01;1901;Allassac;12;16430;16813
75;Nouvelle-Aquitaine;19;02;1902;Argentat-sur-Dordogne;30;11602;11924
75;Nouvelle-Aquitaine;19;03;1903;Brive-la-Gaillarde-1;1;12118;12472
75;Nouvelle-Aquitaine;19;04;1904;Brive-la-Gaillarde-2;1;12787;13145
75;Nouvelle-Aquitaine;19;05;1905;Brive-la-Gaillarde-3;3;12262;12494
75;Nouvelle-Aquitaine;19;06;1906;Brive-la-Gaillarde-4;1;13104;13446
