REG;Région;DEP;CODCAN;CAN;Canton;NBCOM;PMUN;PTOT
52;Pays de la Loire;85;11;8511;Mortagne-sur-Sèvre;15;40314;41521
52;Pays de la Loire;85;12;8512;La Roche-sur-Yon-1;5;42762;45049
52;Pays de la Loire;85;13;8513;La Roche-sur-Yon-2;4;42777;44054
52;Pays de la Loire;85;14;8514;Les Sables-d'Olonne;1;48740;49991
52;Pays de la Loire;85;15;8515;Saint-Hilaire-de-Riez;13;50997;52020
52;Pays de la Loire;85;16;8516;Saint-Jean-de-Monts;14;42524;43338
52;Pays de la Loire;85;17;8517;Talmont-Saint-Hilaire;22;52384;53209
75;Nouvelle-Aquitaine;86;01;8601;Chasseneuil-du-Poitou;13;23337;23780
75;Nouvelle-Aquitaine;86;02;8602;Châtellerault-1;8;25485;26086
75;Nouvelle-Aquitaine;86;03;8603;Châtellerault-2;21;25228;25755
75;Nouvelle-Aquitaine;86;04;8604;Châtellerault-3;10;20947;21397
75;Nouvelle-Aquitaine;86;05;8605;Chauvigny;15;21627;22120
75;Nouvelle-Aquitaine;86;06;8606;Civray;29;17902;18310
75;Nouvelle-Aquitaine;86;07;8607;Jaunay-Marigny;6;24947;25470
75;Nouvelle-Aquitaine;86;08;8608;Loudun;49;26571;27253
75;Nouvelle-Aquitaine;86;09;8609;Lusignan;15;18991;19633
75;Nouvelle-Aquitaine;86;10;8610;Lussac-les-Châteaux;25;18405;18825
75;Nouvelle-Aquitaine;86;11;8611;Migné-Auxances;15;25828;26272
75;Nouvelle-Aquitaine;86;12;8612;Montmorillon;26;17579;18260
75;Nouvelle-Aquitaine;86;13;8613;Poitiers-1;4;24303;24825
75;Nouvelle-Aquitaine;86;14;8614;Poitiers-2;2;26473;27331
75;Nouvelle-Aquitaine;86;15;8615;Poitiers-3;1;27309;28027
75;Nouvelle-Aquitaine;86;16;8616;Poitiers-4;2;21883;22332
75;Nouvelle-Aquitaine;86;17;8617;Poitiers-5;3;22532;22888
75;Nouvelle-Aquitaine;86;18;8618;Vivonne;16;27158;27653
75;Nouvelle-Aquitaine;86;19;8619;Vouneuil-sous-Biard;11;22183;22649
75;Nouvelle-Aquitaine;87;01;8701;Aixe-sur-Vienne;10;21245;21719
75;Nouvelle-Aquitaine;87;02;8702;Ambazac;15;17488;17766
75;Nouvelle-Aquitaine;87;03;8703;Bellac;22;16859;17195
75;Nouvelle-Aquitaine;87;04;8704;Châteauponsac;31;16145;16559
75;Nouvelle-Aquitaine;87;05;8705;Condat-sur-Vienne;12;19395;19715
75;Nouvelle-Aquitaine;87;06;8706;Couzeix;7;21057;21343
75;Nouvelle-Aquitaine;87;07;8707;Eymoutiers;32;19511;19809
75;Nouvelle-Aquitaine;87;08;8708;Limoges-1;1;18999;19244
75;Nouvelle-Aquitaine;87;09;8709;Limoges-2;1;15306;15429
75;Nouvelle-Aquitaine;87;10;8710;Limoges-3;1;16210;16374
75;Nouvelle-Aquitaine;87;11;8711;Limoges-4;1;15913;16011
75;Nouvelle-Aquitaine;87;12;8712;Limoges-5;3;18410;19014
75;Nouvelle-Aquitaine;87;13;8713;Limoges-6;1;17555;17851
75;Nouvelle-Aquitaine;87;14;8714;Limoges-7;1;13498;13669
75;Nouvelle-Aquitaine;87;15;8715;Limoges-8;1;15642;15919
75;Nouvelle-Aquitaine;87;16;8716;Limoges-9;2;16730;16900
75;Nouvelle-Aquitaine;87;17;8717;Panazol;2;17381;17634
75;Nouvelle-Aquitaine;87;18;8718;Rochechouart;22;17060;17266
75;Nouvelle-Aquitaine;87;19;8719;Saint-Junien;8;20665;21103
75;Nouvelle-Aquitaine;87;20;8720;Saint-Léonard-de-Noblat;13;16555;16858
75;Nouvelle-Aquitaine;87;21;8721;Saint-Yrieix-la-Perche;17;20814;21376
44;Grand Est;88;01;8801;La Bresse;15;21928;22481
44;Grand Est;88;02;8802;Bruyères;51;19443;19848
44;Grand Est;88;03;8803;Charmes;52;20507;20820
44;Grand Est;88;04;8804;Darney;81;17124;17642
44;Grand Est;88;05;8805;Épinal-1;8;22217;22928
44;Grand Est;88;06;8806;Épinal-2;9;25428;26481
44;Grand Est;88;07;8807;Gérardmer;16;24285;25177
44;Grand Est;88;08;8808;Golbey;12;25276;25760
44;Grand Est;88;09;8809;Mirecourt;56;16627;17369
44;Grand Est;88;10;8810;Neufchâteau;47;17136;17621
44;Grand Est;88;11;8811;Raon-l'Etape;40;22984;23525
44;Grand Est;88;12;8812;Remiremont;9;24798;25560
44;Grand Est;88;13;8813;Saint-Dié-des-Vosges-1;11;23912;24429
44;Grand Est;88;14;8814;Saint-Dié-des-Vosges-2;26;22974;23610
44;Grand Est;88;15;8815;Le Thillot;10;17266;17692
44;Grand Est;88;16;8816;Le Val-d'Ajol;21;19704;20288
44;Grand Est;88;17;8817;Vittel;45;17091;17838
27;Bourgogne-Franche-Comté;89;01;8901;Auxerre-1;4;13913;14451
27;Bourgogne-Franche-Comté;89;02;8902;Auxerre-2;7;19140;19592
27;Bourgogne-Franche-Comté;89;03;8903;Auxerre-3;7;15110;15744
27;Bourgogne-Franche-Comté;89;04;8904;Auxerre-4;3;14072;14448
27;Bourgogne-Franche-Comté;89;05;8905;Avallon;27;13915;14293
27;Bourgogne-Franche-Comté;89;06;8906;Brienon-sur-Armançon;34;16860;17211
27;Bourgogne-Franche-Comté;89;07;8907;Chablis;58;16177;16585
27;Bourgogne-Franche-Comté;89;08;8908;Charny Orée de Puisaye;17;16412;16786
27;Bourgogne-Franche-Comté;89;09;8909;Cœur de Puisaye;24;15307;15683
27;Bourgogne-Franche-Comté;89;10;8910;Gâtinais en Bourgogne;24;16536;16845
27;Bourgogne-Franche-Comté;89;11;8911;Joigny;15;17996;18579
27;Bourgogne-Franche-Comté;89;12;8912;Joux-la-Ville;42;12473;12759
27;Bourgogne-Franche-Comté;89;13;8913;Migennes;10;15663;15939
27;Bourgogne-Franche-Comté;89;14;8914;Pont-sur-Yonne;10;13935;14184
27;Bourgogne-Franche-Comté;89;15;8915;Saint-Florentin;22;17682;18034
27;Bourgogne-Franche-Comté;89;16;8916;Sens-1;3;21075;21501
27;Bourgogne-Franche-Comté;89;17;8917;Sens-2;6;20664;21179
27;Bourgogne-Franche-Comté;89;18;8918;Thorigny-sur-Oreuse;17;13980;14291
27;Bourgogne-Franche-Comté;89;19;8919;Tonnerrois;52;15138;15581
27;Bourgogne-Franche-Comté;89;20;8920;Villeneuve-sur-Yonne;12;13262;13524
27;Bourgogne-Franche-Comté;89;21;8921;Vincelles;33;14586;14886
27;Bourgogne-Franche-Comté;90;01;9001;Bavilliers;5;14688;15016
27;Bourgogne-Franche-Comté;90;02;9002;Belfort-1;1;15446;15736
27;Bourgogne-Franche-Comté;90;03;9003;Belfort-2;1;15819;16077
27;Bourgogne-Franche-Comté;90;04;9004;Belfort-3;1;14381;14572
27;Bourgogne-Franche-Comté;90;05;9005;Châtenois-les-Forges;16;14691;14994
27;Bourgogne-Franche-Comté;90;06;9006;Delle;16;17373;17631
27;Bourgogne-Franche-Comté;90;07;9007;Giromagny;22;15046;15440
27;Bourgogne-Franche-Comté;90;08;9008;Grandvillars;33;17019;17389
27;Bourgogne-Franche-Comté;90;09;9009;Valdoie;8;15619;16134
11;Île-de-France;91;01;9101;Arpajon;16;66750;67494
11;Île-de-France;91;02;9102;Athis-Mons;3;63385;63815
11;Île-de-France;91;03;9103;Brétigny-sur-Orge;6;64944;65652
11;Île-de-France;91;04;9104;Corbeil-Essonnes;4;67381;67765
11;Île-de-France;91;05;9105;Dourdan;28;67960;69007
11;Île-de-France;91;06;9106;Draveil;5;53916;54549
11;Île-de-France;91;07;9107;Épinay-sous-Sénart;9;60395;61004
11;Île-de-France;91;08;9108;Étampes;44;65112;66099
11;Île-de-France;91;09;9109;Évry;1;66700;67041
11;Île-de-France;91;10;9110;Gif-sur-Yvette;12;64222;65543
11;Île-de-France;91;11;9111;Longjumeau;8;69839;70558
11;Île-de-France;91;12;9112;Massy;2;70578;71020
11;Île-de-France;91;13;9113;Mennecy;28;69719;70746
11;Île-de-France;91;14;9114;Palaiseau;3;63293;64255
11;Île-de-France;91;15;9115;Ris-Orangis;6;64103;64508
11;Île-de-France;91;16;9116;Sainte-Geneviève-des-Bois;4;68677;69231
11;Île-de-France;91;17;9117;Savigny-sur-Orge;3;58472;58881
11;Île-de-France;91;18;9118;Les Ulis;7;54656;55230
11;Île-de-France;91;19;9119;Vigneux-sur-Seine;3;58578;58956
11;Île-de-France;91;20;9120;Viry-Châtillon;2;57612;57874
11;Île-de-France;91;21;9121;Yerres;2;48254;48879
11;Île-de-France;92;01;9201;Antony;1;64026;64757
11;Île-de-France;92;02;9202;Asnières-sur-Seine;1;74612;75105
11;Île-de-France;92;03;9203;Bagneux;2;64787;65257
11;Île-de-France;92;04;9204;Boulogne-Billancourt-1;1;65838;66601
11;Île-de-France;92;05;9205;Boulogne-Billancourt-2;2;77149;77861
11;Île-de-France;92;06;9206;Châtenay-Malabry;3;85123;86060
11;Île-de-France;92;07;9207;Châtillon;2;60810;61226
11;Île-de-France;92;08;9208;Clamart;2;85389;86183
11;Île-de-France;92;09;9209;Clichy;1;65102;65344
11;Île-de-France;92;10;9210;Colombes-1;1;76954;77409
11;Île-de-France;92;11;9211;Colombes-2;3;72942;73653
11;Île-de-France;92;12;9212;Courbevoie-1;2;68474;69034
11;Île-de-France;92;13;9213;Courbevoie-2;2;74514;74962
11;Île-de-France;92;14;9214;Gennevilliers;2;76440;76716
11;Île-de-France;92;15;9215;Issy-les-Moulineaux;1;67695;68375
11;Île-de-France;92;16;9216;Levallois-Perret;1;68412;68945
11;Île-de-France;92;17;9217;Meudon;2;66920;67823
11;Île-de-France;92;18;9218;Montrouge;2;76456;76912
11;Île-de-France;92;19;9219;Nanterre-1;1;66219;66592
11;Île-de-France;92;20;9220;Nanterre-2;2;80832;81615
11;Île-de-France;92;21;9221;Neuilly-sur-Seine;1;59200;60169
11;Île-de-France;92;22;9222;Rueil-Malmaison;1;80842;82289
11;Île-de-France;92;23;9223;Saint-Cloud;5;68699;70138
11;Île-de-France;93;01;9301;Aubervilliers;1;89489;89662
11;Île-de-France;93;02;9302;Aulnay-sous-Bois;1;86360;86727
11;Île-de-France;93;03;9303;Bagnolet;3;100352;100683
11;Île-de-France;93;04;9304;Le Blanc-Mesnil;2;67505;67667
11;Île-de-France;93;05;9305;Bobigny;2;98445;98705
11;Île-de-France;93;06;9306;Bondy;3;78678;78952
11;Île-de-France;93;07;9307;La Courneuve;3;73861;74053
11;Île-de-France;93;08;9308;Drancy;1;63719;63936
11;Île-de-France;93;09;9309;Épinay-sur-Seine;3;68494;68691
11;Île-de-France;93;10;9310;Gagny;2;79589;79910
11;Île-de-France;93;11;9311;Livry-Gargan;2;76058;76343
11;Île-de-France;93;12;9312;Montreuil-1;2;92140;92587
11;Île-de-France;93;13;9313;Montreuil-2;1;64565;64887
11;Île-de-France;93;14;9314;Noisy-le-Grand;2;78733;79208
11;Île-de-France;93;15;9315;Pantin;2;77687;77908
11;Île-de-France;93;16;9316;Saint-Denis-1;1;72614;72850
11;Île-de-France;93;17;9317;Saint-Denis-2;2;83223;83889
11;Île-de-France;93;18;9318;Saint-Ouen-sur-Seine;3;92895;93104
11;Île-de-France;93;19;9319;Sevran;2;91287;91550
11;Île-de-France;93;20;9320;Tremblay-en-France;4;79366;79768
11;Île-de-France;93;21;9321;Villemomble;3;66665;67125
11;Île-de-France;94;01;9401;Alfortville;1;45569;45725
11;Île-de-France;94;02;9402;Cachan;2;52394;52770
11;Île-de-France;94;03;9403;Champigny-sur-Marne-1;1;52594;52808
11;Île-de-France;94;04;9404;Champigny-sur-Marne-2;2;44068;44263
11;Île-de-France;94;05;9405;Charenton-le-Pont;4;64938;65343
11;Île-de-France;94;06;9406;Choisy-le-Roi;2;68983;69248
11;Île-de-France;94;07;9407;Créteil-1;1;47428;47630
11;Île-de-France;94;08;9408;Créteil-2;1;45431;45658
11;Île-de-France;94;09;9409;Fontenay-sous-Bois;2;61650;62145
11;Île-de-France;94;10;9410;L'Haÿ-les-Roses;2;60636;60982
11;Île-de-France;94;11;9411;Ivry-sur-Seine;1;64526;64763
11;Île-de-France;94;12;9412;Le Kremlin-Bicêtre;2;42561;42774
11;Île-de-France;94;13;9413;Maisons-Alfort;1;57422;57726
11;Île-de-France;94;14;9414;Nogent-sur-Marne;2;66665;67230
11;Île-de-France;94;15;9415;Orly;3;51388;51690
11;Île-de-France;94;16;9416;Plateau briard;8;61941;62501
11;Île-de-France;94;17;9417;Saint-Maur-des-Fossés-1;1;62854;63565
11;Île-de-France;94;18;9418;Saint-Maur-des-Fossés-2;4;69678;70275
11;Île-de-France;94;19;9419;Thiais;3;57488;57853
11;Île-de-France;94;20;9420;Villejuif;1;58142;58411
11;Île-de-France;94;21;9421;Villeneuve-Saint-Georges;3;55568;55741
11;Île-de-France;94;22;9422;Villiers-sur-Marne;3;71738;72330
11;Île-de-France;94;23;9423;Vincennes;2;60587;61158
11;Île-de-France;94;24;9424;Vitry-sur-Seine-1;1;48003;48260
11;Île-de-France;94;25;9425;Vitry-sur-Seine-2;1;47279;47501
11;Île-de-France;95;01;9501;Argenteuil-1;3;59277;59744
11;Île-de-France;95;02;9502;Argenteuil-2;1;60686;60867
11;Île-de-France;95;03;9503;Argenteuil-3;2;69555;69865
11;Île-de-France;95;04;9504;Cergy-1;3;68091;68455
11;Île-de-France;95;05;9505;Cergy-2;5;58657;59177
11;Île-de-France;95;06;9506;Deuil-la-Barre;4;61122;61496
11;Île-de-France;95;07;9507;Domont;11;63369;63973
11;Île-de-France;95;08;9508;Ermont;2;55123;55656
11;Île-de-France;95;09;9509;Fosses;24;60387;60933
11;Île-de-France;95;10;9510;Franconville;2;65110;65492
11;Île-de-France;95;11;9511;Garges-lès-Gonesse;2;57286;57460
11;Île-de-France;95;12;9512;Goussainville;9;60788;61220
11;Île-de-France;95;13;9513;Herblay-sur-Seine;3;58795;59224
11;Île-de-France;95;14;9514;L'Isle-Adam;15;67684;68409
11;Île-de-France;95;15;9515;Montmorency;6;59950;60614
11;Île-de-France;95;16;9516;Pontoise;31;54999;55818
11;Île-de-France;95;17;9517;Saint-Ouen-l'Aumône;12;58224;58721
11;Île-de-France;95;18;9518;Sarcelles;1;58576;58798
11;Île-de-France;95;19;9519;Taverny;4;55322;55650
11;Île-de-France;95;20;9520;Vauréal;39;52803;53454
11;Île-de-France;95;21;9521;Villiers-le-Bel;7;65041;65312
01;Guadeloupe;971;01;97101;Les Abymes-1;1;15119;15280
01;Guadeloupe;971;02;97102;Les Abymes-2;1;20586;20722
01;Guadeloupe;971;03;97103;Les Abymes-3;2;19775;19926
01;Guadeloupe;971;04;97104;Baie-Mahault-1;1;19294;19520
01;Guadeloupe;971;05;97105;Baie-Mahault-2;2;23981;24321
01;Guadeloupe;971;06;97106;Basse-Terre;2;19851;20247
01;Guadeloupe;971;07;97107;Capesterre-Belle-Eau;1;17882;18043
01;Guadeloupe;971;08;97108;Le Gosier;1;23485;23695
01;Guadeloupe;971;09;97109;Lamentin;1;18437;18691
01;Guadeloupe;971;10;97110;Marie-Galante;3;10422;10556
01;Guadeloupe;971;11;97111;Le Moule;1;22924;23220
01;Guadeloupe;971;12;97112;Morne-à-l'Eau;1;15839;16006
01;Guadeloupe;971;13;97113;Petit-Bourg;2;19607;19828
01;Guadeloupe;971;14;97114;Petit-Canal;3;18029;18292
01;Guadeloupe;971;15;97115;Pointe-à-Pitre;1;14855;14940
01;Guadeloupe;971;16;97116;Saint-François;3;18379;18594
01;Guadeloupe;971;17;97117;Sainte-Anne;1;20634;20801
01;Guadeloupe;971;18;97118;Sainte-Rose-1;4;14951;15193
01;Guadeloupe;971;19;97119;Sainte-Rose-2;1;14666;14832
01;Guadeloupe;971;20;97120;Trois-Rivières;5;19001;19342
01;Guadeloupe;971;21;97121;Vieux-Habitants;3;15852;16148
04;La Réunion;974;01;97401;L'Étang-Salé;3;30741;31231
04;La Réunion;974;02;97402;Le Port;1;33670;33940
04;La Réunion;974;03;97403;La Possession;1;36390;36834
04;La Réunion;974;04;97404;Saint-André-1;2;34437;34770
04;La Réunion;974;05;97405;Saint-André-2;1;38299;38631
04;La Réunion;974;06;97406;Saint-André-3;3;30129;30505
04;La Réunion;974;07;97407;Saint-Benoît-1;2;28243;28537
04;La Réunion;974;08;97408;Saint-Benoît-2;3;27805;28075
04;La Réunion;974;09;97409;Saint-Denis-1;1;44293;44680
04;La Réunion;974;10;97410;Saint-Denis-2;1;34375;34754
04;La Réunion;974;11;97411;Saint-Denis-3;1;40060;40453
04;La Réunion;974;12;97412;Saint-Denis-4;1;37421;37787
04;La Réunion;974;13;97413;Saint-Joseph;1;28555;28828
04;La Réunion;974;14;97414;Saint-Leu;2;37743;38229
04;La Réunion;974;15;97415;Saint-Louis-1;1;29544;29902
04;La Réunion;974;16;97416;Saint-Louis-2;3;37264;37700
04;La Réunion;974;17;97417;Saint-Paul-1;1;34057;34362
04;La Réunion;974;18;97418;Saint-Paul-2;1;35505;35922
04;La Réunion;974;19;97419;Saint-Paul-3;1;36658;37217
04;La Réunion;974;20;97420;Saint-Pierre-1;1;35533;35944
04;La Réunion;974;21;97421;Saint-Pierre-2;1;38115;38479
04;La Réunion;974;22;97422;Saint-Pierre-3;3;34963;35521
04;La Réunion;974;23;97423;Sainte-Marie;1;35584;36014
04;La Réunion;974;24;97424;Le Tampon-1;1;41316;41660
04;La Réunion;974;25;97425;Le Tampon-2;1;40648;41215
